facility,location,cases,deaths,address,lon,lat
Peak Healthcare Caton Manor,"Baltimore, Md.",71,9,"Peak Healthcare Caton Manor, Baltimore, Md.",-76.6121893,39.2903848
Medford Convalescent and Nursing Center,"Medford, N.J.",71,9,"Medford Convalescent and Nursing Center, Medford, N.J.",-74.8390162,39.86618259999999
Downey Post Acute nursing home,"Downey, Calif.",71,9,"Downey Post Acute nursing home, Downey, Calif.",-118.1331593,33.9401088
Village at Rockville retirement community,"Rockville, Md.",70,9,"Village at Rockville retirement community, Rockville, Md.",-77.1527578,39.0839973
Boonton Care Center nursing home,"Boonton, N.J.",70,9,"Boonton Care Center nursing home, Boonton, N.J.",-74.4087405,40.904019
Shore Meadows Rehabilitation and Nursing center,"Toms River, N.J.",67,9,"Shore Meadows Rehabilitation and Nursing center, Toms River, N.J.",-74.1979458,39.9537358
Camellia Gardens of Life Care nursing home,"Thomasville, Ga.",66,9,"Camellia Gardens of Life Care nursing home, Thomasville, Ga.",-83.9787808,30.8365815
Assumption Healthcare and Rehabilitation,"Napoleonville, La.",66,9,"Assumption Healthcare and Rehabilitation, Napoleonville, La.",-91.0274993,29.9382674
Poinsett Rehabilitation and Healthcare Center,"Greenville, S.C.",63,9,"Poinsett Rehabilitation and Healthcare Center, Greenville, S.C.",-82.3940104,34.85261759999999
Meadow Lakes at East Windsor assisted living facility,"East Windsor, N.J.",61,9,"Meadow Lakes at East Windsor assisted living facility, East Windsor, N.J.",-74.5402506,40.2677539
Harbor Post Acute Care Center,"Torrance, Calif.",61,9,"Harbor Post Acute Care Center, Torrance, Calif.",-118.3406288,33.8358492
Chautauqua Rehabilitation and Nursing Center,"Defuniak Springs, Fla.",60,9,"Chautauqua Rehabilitation and Nursing Center, Defuniak Springs, Fla.",-86.11521839999999,30.7210227
Cherrelyn Healthcare Center nursing home,"Littleton, Colo.",60,9,"Cherrelyn Healthcare Center nursing home, Littleton, Colo.",-105.0166498,39.613321
Merwick Care & Rehabilitation Center,"Plainsboro, N.J.",60,9,"Merwick Care & Rehabilitation Center, Plainsboro, N.J.",-74.585292,40.3382543
Brandywyne Health Care Center,"Winter Haven, Fla.",60,9,"Brandywyne Health Care Center, Winter Haven, Fla.",-81.7328567,28.0222435
Pioneer Health of Central Georgia nursing home,"Byromville, Ga.",59,9,"Pioneer Health of Central Georgia nursing home, Byromville, Ga.",-83.9085132,32.2021071
Gardena Convalescent Center,"Gardena, Calif.",59,9,"Gardena Convalescent Center, Gardena, Calif.",-118.3089624,33.8883487
The Chelsea at Brick assisted living facility,"Brick, N.J.",57,9,"The Chelsea at Brick assisted living facility, Brick, N.J.",-74.1371832,40.0578384
Hawthorne Healthcare and Wellness Center,"Hawthorne, Calif.",57,9,"Hawthorne Healthcare and Wellness Center, Hawthorne, Calif.",-118.3525748,33.9164032
Terrace of St. Cloud nursing home,"St. Cloud, Fla.",56,9,"Terrace of St. Cloud nursing home, St. Cloud, Fla.",-81.2811801,28.2489016
Greenville Post Acute rehabilitation center,"Greenville, S.C.",56,9,"Greenville Post Acute rehabilitation center, Greenville, S.C.",-82.3940104,34.85261759999999
Hopkins Center nursing home,"Wyncote, Pa.",55,9,"Hopkins Center nursing home, Wyncote, Pa.",-75.1487863,40.0945549
Brookdale in Emerson assisted living,"Emerson, N.J.",53,9,"Brookdale in Emerson assisted living, Emerson, N.J.",-74.0262505,40.976209
Country Meadows assisted living,"Frederick, Md.",52,9,"Country Meadows assisted living, Frederick, Md.",-77.4105409,39.41426879999999
The Neighborhoods at St. Elizabeth Rehabilitation and Nursing Center,"Baltimore, Md.",52,9,"The Neighborhoods at St. Elizabeth Rehabilitation and Nursing Center, Baltimore, Md.",-76.6121893,39.2903848
Lisner-Louise-Dickson-Hurt Home senior care,"Washington, D.C.",52,9,"Lisner-Louise-Dickson-Hurt Home senior care, Washington, D.C.",-77.0368707,38.9071923
Phoenix Center for Rehabilitation and Pediatrics,"Haskell, N.J.",52,9,"Phoenix Center for Rehabilitation and Pediatrics, Haskell, N.J.",-74.29625519999999,41.0302008
Mountain Ridge Center nursing home,"Franklin, N.H.",51,9,"Mountain Ridge Center nursing home, Franklin, N.H.",-71.6472988,43.4442432
Governors Creek Health and Rehabilitation,"Green Cove Springs, Fla.",50,9,"Governors Creek Health and Rehabilitation, Green Cove Springs, Fla.",-81.6781467,29.9919085
Philadelphia Nursing Home,"Philadelphia, Pa.",157,8,"Philadelphia Nursing Home, Philadelphia, Pa.",-75.1652215,39.9525839
Colonial Gardens Nursing Home,"Pico Rivera, Calif.",109,8,"Colonial Gardens Nursing Home, Pico Rivera, Calif.",-118.096735,33.9830688
Evergreen Health and Living Center,"Southfield, Mich.",99,8,"Evergreen Health and Living Center, Southfield, Mich.",-83.2218731,42.4733688
Riverfront Rehabilitation Health Center,"Pennsauken, N.J.",98,8,"Riverfront Rehabilitation Health Center, Pennsauken, N.J.",-75.058009,39.9562052
Millennium Post Acute Rehabilitation,"West Columbia, S.C.",96,8,"Millennium Post Acute Rehabilitation, West Columbia, S.C.",-81.0739825,33.9934867
The Highlands Health and Rehabilitation Center,"Memphis, Tenn.",96,8,"The Highlands Health and Rehabilitation Center, Memphis, Tenn.",-90.0489801,35.1495343
Alaris Health nursing home,"Jersey City, N.J.",91,8,"Alaris Health nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Jewell Care Center nursing home,"Denver, Colo.",80,8,"Jewell Care Center nursing home, Denver, Colo.",-104.990251,39.7392358
Jewish Home Assisted Living,"River Vale, N.J.",79,8,"Jewish Home Assisted Living, River Vale, N.J.",-74.01197359999999,41.0147679
PowerBack Rehabilitation,"Philadelphia, Pa.",79,8,"PowerBack Rehabilitation, Philadelphia, Pa.",-75.1652215,39.9525839
Augusta Center for Health and Rehabilitation,"Augusta, Maine",77,8,"Augusta Center for Health and Rehabilitation, Augusta, Maine",-69.7794897,44.3106241
California Post Acute Care,"Lynwood, Calif.",77,8,"California Post Acute Care, Lynwood, Calif.",-118.2114603,33.930293
Magnolia Manor Methodist Nursing Center,"Americus, Ga.",75,8,"Magnolia Manor Methodist Nursing Center, Americus, Ga.",-84.23268759999999,32.0723861
Windsor Terrace Healthcare Center,"Van Nuys, Calif.",74,8,"Windsor Terrace Healthcare Center, Van Nuys, Calif.",-118.451357,34.1898566
The Gardens nursing home,"Camp Hill, Pa.",68,8,"The Gardens nursing home, Camp Hill, Pa.",-76.9199742,40.23981180000001
Chatsworth Park Health Care Center,"Chatsworth, Calif.",67,8,"Chatsworth Park Health Care Center, Chatsworth, Calif.",-118.61481,34.2506356
Heartland Health Care Center - Livonia,"Livonia, Mich.",66,8,"Heartland Health Care Center - Livonia, Livonia, Mich.",-83.35270969999999,42.36837
FutureCare Capital Region skilled nursing facility,"Landover, Md.",65,8,"FutureCare Capital Region skilled nursing facility, Landover, Md.",-76.8966397,38.9340002
Pointe of North Gables assisted living facility,"West Miami, Fla.",64,8,"Pointe of North Gables assisted living facility, West Miami, Fla.",-80.29567109999999,25.7560648
Sunrise at Orchard assisted living facility,"Littleton, Colo.",64,8,"Sunrise at Orchard assisted living facility, Littleton, Colo.",-105.0166498,39.613321
Fairfield Nursing and Rehabilitation Center,"Crownsville, Md.",62,8,"Fairfield Nursing and Rehabilitation Center, Crownsville, Md.",-76.6013536,39.0284438
CareOne nursing home,"Livingston, N.J.",62,8,"CareOne nursing home, Livingston, N.J.",-74.3300842,40.7862871
Hyattsville Health and Rehabilitation,"Hyattsville, Md.",62,8,"Hyattsville Health and Rehabilitation, Hyattsville, Md.",-76.9455301,38.9559442
Jackson Plaza Nursing and Rehabilitation Center,"Miami, Fla.",62,8,"Jackson Plaza Nursing and Rehabilitation Center, Miami, Fla.",-80.1917902,25.7616798
Clearwater Nursing and Rehabilitation Center,"Clearwater, Kan.",61,8,"Clearwater Nursing and Rehabilitation Center, Clearwater, Kan.",-97.504492,37.5027959
College Park Rehabilitation Center,"College Park, Nev.",61,8,"College Park Rehabilitation Center, College Park, Nev.",-116.419389,38.8026097
Healthcare nursing home,"College Park, Ga.",61,8,"Healthcare nursing home, College Park, Ga.",-84.4493725,33.6534427
Grayson Rehab and Nursing,"Leitchfield, Ky.",61,8,"Grayson Rehab and Nursing, Leitchfield, Ky.",-86.2938637,37.4800544
Seabrook Senior Living,"Tinton Falls, N.J.",61,8,"Seabrook Senior Living, Tinton Falls, N.J.",-74.1004185,40.3042773
Matthews Memorial Health Care in Alexandria,"Alexandria, La.",61,8,"Matthews Memorial Health Care in Alexandria, Alexandria, La.",-92.4451371,31.3112936
Good Samaritan Society Bonell Community assisted living facility,"Greeley, Colo.",60,8,"Good Samaritan Society Bonell Community assisted living facility, Greeley, Colo.",-104.7091322,40.4233142
Providence of Sparta Health and Rehabilitation,"Sparta, Ga.",60,8,"Providence of Sparta Health and Rehabilitation, Sparta, Ga.",-82.97625889999999,33.2757006
Spring Grove Rehabilitation and Health Care Center,"New Providence, N.J.",59,8,"Spring Grove Rehabilitation and Health Care Center, New Providence, N.J.",-74.4015405,40.6984348
Cambridge Post Acute Care Center,"Snellville, Ga.",58,8,"Cambridge Post Acute Care Center, Snellville, Ga.",-84.0199108,33.857328
High Shoals Health and Rehabilitation,"Bishop, Ga.",58,8,"High Shoals Health and Rehabilitation, Bishop, Ga.",-83.4387722,33.8192864
The Bradford Skilled Nursing & Rehabilitation,"Shreveport, La.",58,8,"The Bradford Skilled Nursing & Rehabilitation, Shreveport, La.",-93.7501789,32.5251516
Cromwell Center nursing home,"Baltimore, Md.",56,8,"Cromwell Center nursing home, Baltimore, Md.",-76.6121893,39.2903848
Bear Creek Assisted Living,"West Windsor, N.J.",55,8,"Bear Creek Assisted Living, West Windsor, N.J.",-74.618634,40.2983262
Bridgeway Care And Rehabilitation Center,"Hillsborough, N.J.",54,8,"Bridgeway Care And Rehabilitation Center, Hillsborough, N.J.",-74.6472522,40.5106322
Lakeview Terrace skilled nursing,"Los Angeles, Calif.",54,8,"Lakeview Terrace skilled nursing, Los Angeles, Calif.",-118.2436849,34.0522342
Eisenberg Village nursing home,"Reseda, Calif.",53,8,"Eisenberg Village nursing home, Reseda, Calif.",-118.5360517,34.2011141
FutureCare Cold Spring nursing home,"Baltimore, Md.",52,8,"FutureCare Cold Spring nursing home, Baltimore, Md.",-76.6121893,39.2903848
RegalCare rehabilitation facility,"New Haven, Conn.",51,8,"RegalCare rehabilitation facility, New Haven, Conn.",-72.9278835,41.308274
Brian Center Health & Rehab/Hendersonville,"Hendersonville, N.C.",50,8,"Brian Center Health & Rehab/Hendersonville, Hendersonville, N.C.",-82.4609528,35.3187279
The Grove at Latrobe nursing home,"Latrobe, Pa.",50,8,"The Grove at Latrobe nursing home, Latrobe, Pa.",-79.37948109999999,40.3211808
Resurrection Nursing & Rehab Center,"Park Ridge, Ill.",50,8,"Resurrection Nursing & Rehab Center, Park Ridge, Ill.",-87.84061919999999,42.0111412
Winston Manor Convalescent and Nursing,"Chicago, Ill.",50,8,"Winston Manor Convalescent and Nursing, Chicago, Ill.",-87.6297982,41.8781136
Lakewood Healthcare Center,"Downey, Calif.",196,7,"Lakewood Healthcare Center, Downey, Calif.",-118.1331593,33.9401088
Green Brook Regional Center geriatric care,"Green Brook, N.J.",134,7,"Green Brook Regional Center geriatric care, Green Brook, N.J.",-74.4851659,40.6049167
PruittHealth nursing home,"Marietta, Ga.",110,7,"PruittHealth nursing home, Marietta, Ga.",-84.5499327,33.95260200000001
Levindale Hebrew Geriatric Center and Hospital,"Baltimore, Md.",102,7,"Levindale Hebrew Geriatric Center and Hospital, Baltimore, Md.",-76.6121893,39.2903848
MADO Healthcare Uptown nursing home,"Chicago, Ill.",86,7,"MADO Healthcare Uptown nursing home, Chicago, Ill.",-87.6297982,41.8781136
Kenansville Health & Rehabilitation,"Kenansville, N.C.",82,7,"Kenansville Health & Rehabilitation, Kenansville, N.C.",-77.9622069,34.9623883
Creekwood Nursing and Rehabilitation,"Russellville, Ky.",82,7,"Creekwood Nursing and Rehabilitation, Russellville, Ky.",-86.887219,36.8453199
Walnut Ridge Nursing and Rehab Center,"Walnut Ridge, Ark.",80,7,"Walnut Ridge Nursing and Rehab Center, Walnut Ridge, Ark.",-90.9559534,36.0684035
Horizon Health and Rehabilitation Center,"Las Vegas, Nev.",75,7,"Horizon Health and Rehabilitation Center, Las Vegas, Nev.",-115.1398296,36.1699412
Carrollton Manor nursing home,"Carrollton, Ga.",75,7,"Carrollton Manor nursing home, Carrollton, Ga.",-85.0766113,33.5801103
Boulder Manor nursing home,"Boulder, Colo.",73,7,"Boulder Manor nursing home, Boulder, Colo.",-105.2705456,40.0149856
Allaire Rehab and Nursing,"Freehold, N.J.",72,7,"Allaire Rehab and Nursing, Freehold, N.J.",-74.3000878,40.2136754
Consulate Health Care skilled nursing center,"Lakeland, Fla.",70,7,"Consulate Health Care skilled nursing center, Lakeland, Fla.",-81.9498042,28.0394654
El Jen Healthcare and Rehabilitation,"Las Vegas, Nev.",65,7,"El Jen Healthcare and Rehabilitation, Las Vegas, Nev.",-115.1398296,36.1699412
Kensington Park Senior Living,"Kensington, Md.",65,7,"Kensington Park Senior Living, Kensington, Md.",-77.0763669,39.0256651
Monmouth Care Center nursing home,"Long Branch, N.J.",63,7,"Monmouth Care Center nursing home, Long Branch, N.J.",-73.9923596,40.30427780000001
Holy Family Manor senior living,"Bethlehem, Pa.",63,7,"Holy Family Manor senior living, Bethlehem, Pa.",-75.37045789999999,40.6259316
Golden Age Healthcare & Rehabilitation Center,"Denham Springs, La.",63,7,"Golden Age Healthcare & Rehabilitation Center, Denham Springs, La.",-90.95621249999999,30.48685639999999
Chateau St. James Rehab and Retirement,"Lutcher, La.",60,7,"Chateau St. James Rehab and Retirement, Lutcher, La.",-90.6989797,30.0404796
Beaconshire Nursing Centre,"Detroit, Mich.",58,7,"Beaconshire Nursing Centre, Detroit, Mich.",-83.0457538,42.331427
Courtyard Healthcare and Rehabilitation Center,"El Dorado, Ark.",57,7,"Courtyard Healthcare and Rehabilitation Center, El Dorado, Ark.",-92.6662674,33.20763
Elizabethtown Healthcare and Rehab Center,"Elizabethtown, Pa.",56,7,"Elizabethtown Healthcare and Rehab Center, Elizabethtown, Pa.",-76.6027455,40.1528719
Palms Care Center nursing home,"Lauderdale Lakes, Fla.",55,7,"Palms Care Center nursing home, Lauderdale Lakes, Fla.",-80.2083806,26.1664736
Forestville Healthcare Center,"Forestville, Md.",55,7,"Forestville Healthcare Center, Forestville, Md.",-76.8749722,38.8451131
Wheaton Village Nursing and Rehabilitation Center,"Wheaton, Ill.",54,7,"Wheaton Village Nursing and Rehabilitation Center, Wheaton, Ill.",-88.1070127,41.8661403
Symphony of Chicago West nursing home,"Chicago, Ill.",51,7,"Symphony of Chicago West nursing home, Chicago, Ill.",-87.6297982,41.8781136
Doctors Community Rehabilitation and Patient Care Center,"Lanham, Md.",51,7,"Doctors Community Rehabilitation and Patient Care Center, Lanham, Md.",-76.8620327,38.96851119999999
Heritage Healthcare and Rehabilitation Center,"Naples, Fla.",51,7,"Heritage Healthcare and Rehabilitation Center, Naples, Fla.",-81.7948103,26.1420358
St. Petersburg Nursing and Rehabilitation,"St. Petersburg, Fla.",109,6,"St. Petersburg Nursing and Rehabilitation, St. Petersburg, Fla.",-82.64029149999999,27.7676008
South Jersey Extended Care,"Bridgeton, N.J.",97,6,"South Jersey Extended Care, Bridgeton, N.J.",-75.2340768,39.427337
Roswell Nursing & Rehabilitation Center,"Roswell, Ga.",96,6,"Roswell Nursing & Rehabilitation Center, Roswell, Ga.",-84.3615555,34.0232431
Silver Hills Health Care Center,"Las Vegas, Nev.",90,6,"Silver Hills Health Care Center, Las Vegas, Nev.",-115.1398296,36.1699412
Jonesboro Nursing and Rehabilitation Center,"Jonesboro, Ga.",89,6,"Jonesboro Nursing and Rehabilitation Center, Jonesboro, Ga.",-84.3538128,33.5215013
Pinehurst Healthcare & Rehabilitation Center,"Pinehurst, N.C.",84,6,"Pinehurst Healthcare & Rehabilitation Center, Pinehurst, N.C.",-79.4694767,35.1954345
Lahser Hills Care Centre,"Southfield, Mich.",84,6,"Lahser Hills Care Centre, Southfield, Mich.",-83.2218731,42.4733688
Windsor Care Center of Cheviot Hills,"Los Angeles, Calif.",81,6,"Windsor Care Center of Cheviot Hills, Los Angeles, Calif.",-118.2436849,34.0522342
Monroe Rehab Center nursing home,"Monroe, N.C.",74,6,"Monroe Rehab Center nursing home, Monroe, N.C.",-80.5495112,34.9854275
Abbington Rehab & Nursing Center,"Roselle, Ill.",73,6,"Abbington Rehab & Nursing Center, Roselle, Ill.",-88.07979329999999,41.9847504
FutureCare Northpoint senior care,"Baltimore, Md.",72,6,"FutureCare Northpoint senior care, Baltimore, Md.",-76.6121893,39.2903848
Autumn Lake Healthcare nursing home,"Pikesville, Md.",71,6,"Autumn Lake Healthcare nursing home, Pikesville, Md.",-76.7224727,39.3742729
Bethea Retirement Community,"Darlington, S.C.",71,6,"Bethea Retirement Community, Darlington, S.C.",-79.8761741,34.2998762
The Rehabilitation Centre of Beverly Hills,"Los Angeles, Calif.",70,6,"The Rehabilitation Centre of Beverly Hills, Los Angeles, Calif.",-118.2436849,34.0522342
Manhattanview Nursing Home,"Union City, N.J.",68,6,"Manhattanview Nursing Home, Union City, N.J.",-74.02375119999999,40.7795455
New Jersey Eastern Star Home,"Bridgewater, N.J.",67,6,"New Jersey Eastern Star Home, Bridgewater, N.J.",-74.6049061,40.5939636
Frontier Health and Rehabilitation,"St. Charles, Mo.",66,6,"Frontier Health and Rehabilitation, St. Charles, Mo.",-90.4974359,38.7881062
Ross Memorial Health Care Center nursing home,"Kennesaw, Ga.",63,6,"Ross Memorial Health Care Center nursing home, Kennesaw, Ga.",-84.6154897,34.0234337
Briarcliff Skilled Nursing Center,"Carthage, Texas",62,6,"Briarcliff Skilled Nursing Center, Carthage, Texas",-94.3374199,32.1573841
Mifflin Center nursing home,"Shillington, Pa.",59,6,"Mifflin Center nursing home, Shillington, Pa.",-75.9654896,40.3078702
The Care Center skilled nursing facility,"Baton Rouge, La.",57,6,"The Care Center skilled nursing facility, Baton Rouge, La.",-91.18714659999999,30.4514677
McAuley Hall Health Care Center,"Watchung, N.J.",57,6,"McAuley Hall Health Care Center, Watchung, N.J.",-74.4509863,40.63788
Blue Ridge nursing home,"Sumter, S.C.",57,6,"Blue Ridge nursing home, Sumter, S.C.",-80.3414693,33.9204354
Health Center at Franklin Park,"Denver, Colo.",53,6,"Health Center at Franklin Park, Denver, Colo.",-104.990251,39.7392358
Franciscan Villa assisted living facility,"Broken Arrow, Okla.",53,6,"Franciscan Villa assisted living facility, Broken Arrow, Okla.",-95.7974526,36.060949
Victoria Mews Assisted Living,"Boonton, N.J.",53,6,"Victoria Mews Assisted Living, Boonton, N.J.",-74.4087405,40.904019
Grace Living Center nursing home,"Mangum, Okla.",52,6,"Grace Living Center nursing home, Mangum, Okla.",-99.50425609999999,34.8720044
Largo Nursing and Rehabilitation Center,"Largo, Md.",50,6,"Largo Nursing and Rehabilitation Center, Largo, Md.",-76.8317325,38.8779723
Pauls House assisted living facility,"Chicago, Ill.",50,6,"Pauls House assisted living facility, Chicago, Ill.",-87.6297982,41.8781136
California Gardens Nursing & Rehabilitation Center,"Chicago, Ill.",158,5,"California Gardens Nursing & Rehabilitation Center, Chicago, Ill.",-87.6297982,41.8781136
Orchard Park Health Care Center,"Centennial, Colo.",152,5,"Orchard Park Health Care Center, Centennial, Colo.",-104.8771726,39.5807452
Shady Grove Center for Nursing and Rehabilitation,"Rockville, Md.",112,5,"Shady Grove Center for Nursing and Rehabilitation, Rockville, Md.",-77.1527578,39.0839973
Trevecca Center for Rehabilitation and Healing,"Nashville, Tenn.",111,5,"Trevecca Center for Rehabilitation and Healing, Nashville, Tenn.",-86.7816016,36.1626638
Carrington Place of St. Pete rehabilitation center,"St. Petersburg, Fla.",110,5,"Carrington Place of St. Pete rehabilitation center, St. Petersburg, Fla.",-82.64029149999999,27.7676008
The Renaissance nursing home,"Lincoln Park, N.J.",87,5,"The Renaissance nursing home, Lincoln Park, N.J.",-74.3020933,40.9242652
Autumn Lake Healthcare at Bridgepark nursing home,"Baltimore, Md.",83,5,"Autumn Lake Healthcare at Bridgepark nursing home, Baltimore, Md.",-76.6121893,39.2903848
Sterling Manor Nursing Center,"Maple Shade, N.J.",74,5,"Sterling Manor Nursing Center, Maple Shade, N.J.",-74.9923915,39.9526127
Parker at Somerset nursing home,"Somerset, N.J.",66,5,"Parker at Somerset nursing home, Somerset, N.J.",-74.64004320000001,40.5292099
Providence - A Diversicare Transitional Care Community,"New Albany, Ind.",64,5,"Providence - A Diversicare Transitional Care Community, New Albany, Ind.",-85.8241312,38.2856247
St. Joseph's Manor,"Meadowbrook, Pa.",64,5,"St. Joseph's Manor, Meadowbrook, Pa.",-75.0782277,40.1126102
Rome Health and Rehabilitation Center,"Rome, Ga.",63,5,"Rome Health and Rehabilitation Center, Rome, Ga.",-85.1646726,34.257038
Mesa Vista of Boulder nursing home,"Boulder, Colo.",62,5,"Mesa Vista of Boulder nursing home, Boulder, Colo.",-105.2705456,40.0149856
Maison DeVille Nursing Home,"Harvey, La.",62,5,"Maison DeVille Nursing Home, Harvey, La.",-90.0772944,29.9035387
Briarwood Nursing and Rehabilitation,"Little Rock, Ark.",60,5,"Briarwood Nursing and Rehabilitation, Little Rock, Ark.",-92.28959479999999,34.7464809
Blountstown Health and Rehabilitation Center,"Blountstown, Fla.",58,5,"Blountstown Health and Rehabilitation Center, Blountstown, Fla.",-85.0451953,30.4435293
Sundale Nursing Home,"Morgantown, W.Va.",55,5,"Sundale Nursing Home, Morgantown, W.Va.",-79.95589679999999,39.629526
Laurel Bay Health and Rehabilitation Center,"Keansburg, N.J.",55,5,"Laurel Bay Health and Rehabilitation Center, Keansburg, N.J.",-74.1298643,40.4417743
Fort Washington Health Center nursing home,"Fort Washington, Md.",53,5,"Fort Washington Health Center nursing home, Fort Washington, Md.",-77.0230313,38.7073379
Stonebridge at Montgomery retirement community,"Montgomery Township, N.J.",53,5,"Stonebridge at Montgomery retirement community, Montgomery Township, N.J.",-74.66346399999999,40.4329141
Primrose Post-Acute skilled nursing home,"Inglewood, Calif.",53,5,"Primrose Post-Acute skilled nursing home, Inglewood, Calif.",-118.3531311,33.9616801
Laurelhurst Village assisted living facility,"Portland, Ore.",51,5,"Laurelhurst Village assisted living facility, Portland, Ore.",-122.6750261,45.5051064
Signature HealthCARE of Putnam County nursing home,"Cookeville, Tenn.",51,5,"Signature HealthCARE of Putnam County nursing home, Cookeville, Tenn.",-85.5016423,36.162839
Willow Bend Healthcare and Rehabilitation,"Marion, Ark.",51,5,"Willow Bend Healthcare and Rehabilitation, Marion, Ark.",-90.1964835,35.2145336
Sadie G. Mays Health and Rehabilitation Center,"Atlanta, Ga.",170,4,"Sadie G. Mays Health and Rehabilitation Center, Atlanta, Ga.",-84.3879824,33.7489954
Fayette Health and Rehabilitation Center,"Baltimore, Md.",116,4,"Fayette Health and Rehabilitation Center, Baltimore, Md.",-76.6121893,39.2903848
PruittHealth nursing home,"Austell, Ga.",96,4,"PruittHealth nursing home, Austell, Ga.",-84.6343783,33.8126059
Imperial Healthcare Rehabilitation & Nursing Center,"Neptune, N.J.",83,4,"Imperial Healthcare Rehabilitation & Nursing Center, Neptune, N.J.",-74.0386271,40.2091219
Royal Suites Healthcare and Rehabilitation Center,"Galloway, N.J.",82,4,"Royal Suites Healthcare and Rehabilitation Center, Galloway, N.J.",-74.5596879,39.4928235
PruittHealth Virginia Park nursing home,"Atlanta, Ga.",82,4,"PruittHealth Virginia Park nursing home, Atlanta, Ga.",-84.3879824,33.7489954
Tallahassee Developmental Center intermediate care facility,"Tallahassee, Fla.",77,4,"Tallahassee Developmental Center intermediate care facility, Tallahassee, Fla.",-84.28073289999999,30.4382559
Falmouth by the Sea nursing home,"Falmouth, Maine",76,4,"Falmouth by the Sea nursing home, Falmouth, Maine",-70.2601759,43.7435343
Comer Health and Rehabilitation,"Comer, Ga.",74,4,"Comer Health and Rehabilitation, Comer, Ga.",-83.1254261,34.0637227
FutureCare Pineview skilled nursing,"Clinton, Md.",71,4,"FutureCare Pineview skilled nursing, Clinton, Md.",-76.8983059,38.7651145
Life Care Center nursing home,"Kansas City, Kan.",70,4,"Life Care Center nursing home, Kansas City, Kan.",-94.62678729999999,39.11553139999999
Bridgeway Senior Living,"Bensenville, Ill.",68,4,"Bridgeway Senior Living, Bensenville, Ill.",-87.94006569999999,41.9550296
Fellowship Village senior living,"Basking Ridge, N.J.",66,4,"Fellowship Village senior living, Basking Ridge, N.J.",-74.5493284,40.7066174
Skyline Nursing Center,"Dallas, Texas",62,4,"Skyline Nursing Center, Dallas, Texas",-96.79698789999999,32.7766642
Bel Pre Healthcare Center,"Silver Spring, Md.",61,4,"Bel Pre Healthcare Center, Silver Spring, Md.",-77.026088,38.99066570000001
Belle Teche Nursing and Rehabilitation Center,"New Iberia, La.",58,4,"Belle Teche Nursing and Rehabilitation Center, New Iberia, La.",-91.81872849999999,30.0035365
Capitol House Nursing & Rehab Center,"Baton Rouge, La.",56,4,"Capitol House Nursing & Rehab Center, Baton Rouge, La.",-91.18714659999999,30.4514677
Ash Flat Healthcare and Rehabilitation Center,"Ash Flat, Ark.",55,4,"Ash Flat Healthcare and Rehabilitation Center, Ash Flat, Ark.",-91.60847509999999,36.2239566
PruittHealth Decatur nursing home,"Decatur, Ga.",54,4,"PruittHealth Decatur nursing home, Decatur, Ga.",-84.2963123,33.7748275
Ascension Presence Merkle Knipprath skilled nursing and independent living,"Clifton, Ill.",50,4,"Ascension Presence Merkle Knipprath skilled nursing and independent living, Clifton, Ill.",-87.93448509999999,40.9353109
Life Care Center of Las Vegas nursing home,"Las Vegas, Nev.",114,3,"Life Care Center of Las Vegas nursing home, Las Vegas, Nev.",-115.1398296,36.1699412
Stella Maris nursing home,"Timonium, Md.",89,3,"Stella Maris nursing home, Timonium, Md.",-76.6196915,39.4370508
Nurse Care of Buckhead,"Atlanta, Ga.",81,3,"Nurse Care of Buckhead, Atlanta, Ga.",-84.3879824,33.7489954
Majestic Center for Rehab and Sub-Acute Care,"Camden, N.J.",71,3,"Majestic Center for Rehab and Sub-Acute Care, Camden, N.J.",-75.1196199,39.9259463
Premier Health and Rehabilitation Center,"Las Vegas, Nev.",66,3,"Premier Health and Rehabilitation Center, Las Vegas, Nev.",-115.1398296,36.1699412
Edgewood Rehabilitation and Care Center,"Mesquite, Texas",65,3,"Edgewood Rehabilitation and Care Center, Mesquite, Texas",-96.5991593,32.76679550000001
Westwood Manor skilled nursing,"Chicago, Ill.",65,3,"Westwood Manor skilled nursing, Chicago, Ill.",-87.6297982,41.8781136
LongLeaf Neuro-Medical Treatment Center nursing home,"Wilson, N.C.",63,3,"LongLeaf Neuro-Medical Treatment Center nursing home, Wilson, N.C.",-77.9155395,35.7212689
Arbour Health Care Center,"Chicago, Ill.",62,3,"Arbour Health Care Center, Chicago, Ill.",-87.6297982,41.8781136
Paris Healthcare Nursing Home,"Paris, Texas",59,3,"Paris Healthcare Nursing Home, Paris, Texas",-95.55551299999999,33.6609389
Grimes Center rehabilitation facility,"New Haven, Conn.",57,3,"Grimes Center rehabilitation facility, New Haven, Conn.",-72.9278835,41.308274
Oak Crest senior living,"Parksville, Md.",52,3,"Oak Crest senior living, Parksville, Md.",-76.5396875,39.3773292
The Phoenix at Lake Lanier assisted living facility,"Gainesville, Ga.",51,3,"The Phoenix at Lake Lanier assisted living facility, Gainesville, Ga.",-83.8240663,34.2978794
A.G. Rhodes Wesley Woods Health & Rehab nursing home,"Atlanta, Ga.",51,3,"A.G. Rhodes Wesley Woods Health & Rehab nursing home, Atlanta, Ga.",-84.3879824,33.7489954
