facility,location,cases,deaths,address,lon,lat
Camellia Gardens of Life Care nursing home,"Thomasville, Ga.",64,9,"Camellia Gardens of Life Care nursing home, Thomasville, Ga.",-83.9787808,30.8365815
Poinsett Rehabilitation and Healthcare Center,"Greenville, S.C.",62,9,"Poinsett Rehabilitation and Healthcare Center, Greenville, S.C.",-82.3940104,34.85261759999999
Troy Hills Center nursing home,"Parsippany, N.J.",61,9,"Troy Hills Center nursing home, Parsippany, N.J.",-74.41738769999999,40.8652865
Inglewood Health Care Center,"Inglewood, Calif.",61,9,"Inglewood Health Care Center, Inglewood, Calif.",-118.3531311,33.9616801
Chautauqua Rehabilitation and Nursing Center,"Defuniak Springs, Fla.",60,9,"Chautauqua Rehabilitation and Nursing Center, Defuniak Springs, Fla.",-86.11521839999999,30.7210227
Pioneer Health of Central Georgia nursing home,"Byromville, Ga.",59,9,"Pioneer Health of Central Georgia nursing home, Byromville, Ga.",-83.9085132,32.2021071
Parklands Care Center nursing home,"Gainesville, Fla.",59,9,"Parklands Care Center nursing home, Gainesville, Fla.",-82.32482619999999,29.6516344
Cherrelyn Healthcare Center nursing home,"Littleton, Colo.",59,9,"Cherrelyn Healthcare Center nursing home, Littleton, Colo.",-105.0166498,39.613321
Southington Care Center,"Southington, Conn.",58,9,"Southington Care Center, Southington, Conn.",-72.8776013,41.5964869
Denver North Care Center nursing home,"Denver, Colo.",58,9,"Denver North Care Center nursing home, Denver, Colo.",-104.990251,39.7392358
Terrace of St. Cloud nursing home,"St. Cloud, Fla.",56,9,"Terrace of St. Cloud nursing home, St. Cloud, Fla.",-81.2811801,28.2489016
The Earlwood Center nursing home,"Torrance, Calif.",56,9,"The Earlwood Center nursing home, Torrance, Calif.",-118.3406288,33.8358492
Meadow Lakes at East Windsor assisted living facility,"East Windsor, N.J.",56,9,"Meadow Lakes at East Windsor assisted living facility, East Windsor, N.J.",-74.5402506,40.2677539
Hopkins Center nursing home,"Wyncote, Pa.",55,9,"Hopkins Center nursing home, Wyncote, Pa.",-75.1487863,40.0945549
Greenville Post Acute rehabilitation center,"Greenville, S.C.",55,9,"Greenville Post Acute rehabilitation center, Greenville, S.C.",-82.3940104,34.85261759999999
Harbor Post Acute Care Center,"Torrance, Calif.",55,9,"Harbor Post Acute Care Center, Torrance, Calif.",-118.3406288,33.8358492
The Gardens at Scranton nursing and rehabilitation,"Scranton, Pa.",54,9,"The Gardens at Scranton nursing and rehabilitation, Scranton, Pa.",-75.66241219999999,41.408969
Elizabethtown Healthcare and Rehab Center,"Elizabethtown, Pa.",54,9,"Elizabethtown Healthcare and Rehab Center, Elizabethtown, Pa.",-76.6027455,40.1528719
Brookdale in Emerson assisted living,"Emerson, N.J.",53,9,"Brookdale in Emerson assisted living, Emerson, N.J.",-74.0262505,40.976209
Country Meadows assisted living,"Frederick, Md.",52,9,"Country Meadows assisted living, Frederick, Md.",-77.4105409,39.41426879999999
Dresher Hill Health and Rehabilitation Center,"Fort Washington, Pa.",51,9,"Dresher Hill Health and Rehabilitation Center, Fort Washington, Pa.",-75.19269369999999,40.1416782
The Neighborhoods at St. Elizabeth Rehabilitation and Nursing Center,"Baltimore, Md.",51,9,"The Neighborhoods at St. Elizabeth Rehabilitation and Nursing Center, Baltimore, Md.",-76.6121893,39.2903848
Phoenix Center for Rehabilitation and Pediatrics,"Haskell, N.J.",51,9,"Phoenix Center for Rehabilitation and Pediatrics, Haskell, N.J.",-74.29625519999999,41.0302008
Merwick Care & Rehabilitation Center,"Plainsboro, N.J.",51,9,"Merwick Care & Rehabilitation Center, Plainsboro, N.J.",-74.585292,40.3382543
Lisner-Louise-Dickson-Hurt Home senior care,"Washington, D.C.",50,9,"Lisner-Louise-Dickson-Hurt Home senior care, Washington, D.C.",-77.0368707,38.9071923
Governors Creek Health and Rehabilitation,"Green Cove Springs, Fla.",50,9,"Governors Creek Health and Rehabilitation, Green Cove Springs, Fla.",-81.6781467,29.9919085
Brookshire House Rehabilitation and Care Community,"Denver, Colo.",123,8,"Brookshire House Rehabilitation and Care Community, Denver, Colo.",-104.990251,39.7392358
West Suburban Nursing & Rehabilitation Center,"Bloomingdale , Ill.",101,8,"West Suburban Nursing & Rehabilitation Center, Bloomingdale , Ill.",-88.0809036,41.9575285
Riverfront Rehabilitation Health Center,"Pennsauken, N.J.",99,8,"Riverfront Rehabilitation Health Center, Pennsauken, N.J.",-75.058009,39.9562052
Colonial Gardens Nursing Home,"Pico Rivera, Calif.",98,8,"Colonial Gardens Nursing Home, Pico Rivera, Calif.",-118.096735,33.9830688
Post Acute Care Center skilled nursing facility,"Baltimore, Md.",95,8,"Post Acute Care Center skilled nursing facility, Baltimore, Md.",-76.6121893,39.2903848
Millennium Post Acute Rehabilitation,"West Columbia, S.C.",94,8,"Millennium Post Acute Rehabilitation, West Columbia, S.C.",-81.0739825,33.9934867
Alaris Health nursing home,"Jersey City, N.J.",88,8,"Alaris Health nursing home, Jersey City, N.J.",-74.0431435,40.7177545
CareOne rehabilitation center,"Cresskill, N.J.",80,8,"CareOne rehabilitation center, Cresskill, N.J.",-73.9593041,40.9414874
Jewell Care Center nursing home,"Denver, Colo.",79,8,"Jewell Care Center nursing home, Denver, Colo.",-104.990251,39.7392358
Waugh Chapel Center nursing home,"Gambrills, Md.",79,8,"Waugh Chapel Center nursing home, Gambrills, Md.",-76.6654513,39.0670456
Jewish Home Assisted Living,"River Vale, N.J.",78,8,"Jewish Home Assisted Living, River Vale, N.J.",-74.01197359999999,41.0147679
Complete Care rehabilitation facility,"Linwood City, N.J.",78,8,"Complete Care rehabilitation facility, Linwood City, N.J.",-74.5751557,39.3398382
Augusta Center for Health and Rehabilitation,"Augusta, Maine",77,8,"Augusta Center for Health and Rehabilitation, Augusta, Maine",-69.7794897,44.3106241
Rose City Nursing and Rehabilitation,"Lancaster, Pa.",75,8,"Rose City Nursing and Rehabilitation, Lancaster, Pa.",-76.3055144,40.0378755
Windsor Terrace Healthcare Center,"Van Nuys, Calif.",75,8,"Windsor Terrace Healthcare Center, Van Nuys, Calif.",-118.451357,34.1898566
Magnolia Manor Methodist Nursing Center,"Americus, Ga.",68,8,"Magnolia Manor Methodist Nursing Center, Americus, Ga.",-84.23268759999999,32.0723861
Fairview Nursing and Rehabilitation Center,"Philadelphia, Pa.",67,8,"Fairview Nursing and Rehabilitation Center, Philadelphia, Pa.",-75.1652215,39.9525839
Affinity Healthcare Center nursing home,"Paramount, Calif.",66,8,"Affinity Healthcare Center nursing home, Paramount, Calif.",-118.1597911,33.8894598
The Gardens nursing home,"Camp Hill, Pa.",66,8,"The Gardens nursing home, Camp Hill, Pa.",-76.9199742,40.23981180000001
Assumption Healthcare and Rehabilitation,"Napoleonville, La.",66,8,"Assumption Healthcare and Rehabilitation, Napoleonville, La.",-91.0274993,29.9382674
FutureCare Capital Region skilled nursing facility,"Landover, Md.",65,8,"FutureCare Capital Region skilled nursing facility, Landover, Md.",-76.8966397,38.9340002
Pointe Of North Gables assisted living facility,"West Miami, Fla.",64,8,"Pointe Of North Gables assisted living facility, West Miami, Fla.",-80.29567109999999,25.7560648
Chatsworth Park Health Care Center,"Chatsworth, Calif.",63,8,"Chatsworth Park Health Care Center, Chatsworth, Calif.",-118.61481,34.2506356
Fairfield Nursing and Rehabilitation Center,"Crownsville, Md.",62,8,"Fairfield Nursing and Rehabilitation Center, Crownsville, Md.",-76.6013536,39.0284438
CareOne nursing home,"Livingston, N.J.",62,8,"CareOne nursing home, Livingston, N.J.",-74.3300842,40.7862871
Hyattsville Health and Rehabilitation,"Hyattsville, Md.",62,8,"Hyattsville Health and Rehabilitation, Hyattsville, Md.",-76.9455301,38.9559442
Clearwater Nursing and Rehabilitation Center,"Clearwater, Kan.",61,8,"Clearwater Nursing and Rehabilitation Center, Clearwater, Kan.",-97.504492,37.5027959
College Park Rehabilitation Center,"College Park, Nev.",61,8,"College Park Rehabilitation Center, College Park, Nev.",-115.1096117,36.1849425
Alston Brook nursing home,"Lexington, N.C.",60,8,"Alston Brook nursing home, Lexington, N.C.",-80.2533838,35.8240265
Heritage Manor of Slidell,"Slidell, La.",60,8,"Heritage Manor of Slidell, Slidell, La.",-89.78117449999999,30.2751945
Healthcare nursing home,"College Park, Ga.",60,8,"Healthcare nursing home, College Park, Ga.",-84.4493725,33.6534427
Good Samaritan Society Bonell Community assisted living facility,"Greeley, Colo.",60,8,"Good Samaritan Society Bonell Community assisted living facility, Greeley, Colo.",-104.7091322,40.4233142
Spring Grove Rehabilitation and Health Care Center,"New Providence, N.J.",59,8,"Spring Grove Rehabilitation and Health Care Center, New Providence, N.J.",-74.4015405,40.6984348
Hackensack Meridian Health Nursing & Rehab Manor by the Sea,"Ocean Grove, N.J.",59,8,"Hackensack Meridian Health Nursing & Rehab Manor by the Sea, Ocean Grove, N.J.",-74.00652579999999,40.2120575
Gardena Convalescent Center,"Gardena, Calif.",59,8,"Gardena Convalescent Center, Gardena, Calif.",-118.3089624,33.8883487
PowerBack Rehabilitation,"Philadelphia, Pa.",58,8,"PowerBack Rehabilitation, Philadelphia, Pa.",-75.1652215,39.9525839
Cambridge Post Acute Care Center,"Snellville, Ga.",58,8,"Cambridge Post Acute Care Center, Snellville, Ga.",-84.0199108,33.857328
High Shoals Health and Rehabilitation,"Bishop, Ga.",58,8,"High Shoals Health and Rehabilitation, Bishop, Ga.",-83.4387722,33.8192864
Cromwell Center nursing home,"Baltimore, Md.",56,8,"Cromwell Center nursing home, Baltimore, Md.",-76.6121893,39.2903848
Country Villa East Nursing Center,"Los Angeles, Calif.",54,8,"Country Villa East Nursing Center, Los Angeles, Calif.",-118.2436849,34.0522342
Bear Creek Assisted Living,"West Windsor, N.J.",54,8,"Bear Creek Assisted Living, West Windsor, N.J.",-74.618634,40.2983262
ManorCare Health Services nursing home,"Allentown, Pa.",54,8,"ManorCare Health Services nursing home, Allentown, Pa.",-75.4714098,40.6022939
Bridgeway Care And Rehabilitation Center,"Hillsborough, N.J.",53,8,"Bridgeway Care And Rehabilitation Center, Hillsborough, N.J.",-74.6472522,40.5106322
Mountain View Convalescent Hospital,"Sylmar, Calif.",52,8,"Mountain View Convalescent Hospital, Sylmar, Calif.",-118.4571974,34.3058279
FutureCare Cold Spring nursing home,"Baltimore, Md.",52,8,"FutureCare Cold Spring nursing home, Baltimore, Md.",-76.6121893,39.2903848
Mount Olive Center nursing home,"Mount Olive, N.C.",52,8,"Mount Olive Center nursing home, Mount Olive, N.C.",-78.06637880000001,35.1965531
RegalCare rehabilitation facility,"New Haven, Conn.",51,8,"RegalCare rehabilitation facility, New Haven, Conn.",-72.9278835,41.308274
Playa Del Rey Center nursing home,"Los Angeles, Calif.",51,8,"Playa Del Rey Center nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Brian Center Health & Rehab/Hendersonville,"Hendersonville, N.C.",51,8,"Brian Center Health & Rehab/Hendersonville, Hendersonville, N.C.",-82.4609528,35.3187279
Avon Health Center nursing home,"Avon, Conn.",51,8,"Avon Health Center nursing home, Avon, Conn.",-72.8305154,41.8096201
Philadelphia Nursing Home,"Philadelphia, Pa.",150,7,"Philadelphia Nursing Home, Philadelphia, Pa.",-75.1652215,39.9525839
Rivergate Terrace skilled nursing and rehabilitation,"Riverview, Mich.",108,7,"Rivergate Terrace skilled nursing and rehabilitation, Riverview, Mich.",-83.1793697,42.1742073
Levindale Hebrew Geriatric Center and Hospital,"Baltimore, Md.",102,7,"Levindale Hebrew Geriatric Center and Hospital, Baltimore, Md.",-76.6121893,39.2903848
McCoy Memorial Nursing Center,"Bishopville, S.C.",95,7,"McCoy Memorial Nursing Center, Bishopville, S.C.",-80.2484056,34.2182107
The Highlands Health and Rehabilitation Center,"Memphis, Tenn.",95,7,"The Highlands Health and Rehabilitation Center, Memphis, Tenn.",-90.0489801,35.1495343
Kenansville Health & Rehabilitation,"Kenansville, N.C.",82,7,"Kenansville Health & Rehabilitation, Kenansville, N.C.",-77.9622069,34.9623883
Creekwood Nursing and Rehabilitation,"Russellville, Ky.",82,7,"Creekwood Nursing and Rehabilitation, Russellville, Ky.",-86.887219,36.8453199
Walnut Ridge Nursing and Rehab Center,"Walnut Ridge, Ark.",80,7,"Walnut Ridge Nursing and Rehab Center, Walnut Ridge, Ark.",-90.9559534,36.0684035
Arbor Glen Care Center,"Glendora, Calif.",78,7,"Arbor Glen Care Center, Glendora, Calif.",-117.865339,34.1361187
Horizon Health and Rehabilitation Center,"Las Vegas, Nev.",75,7,"Horizon Health and Rehabilitation Center, Las Vegas, Nev.",-115.1398296,36.1699412
MADO Healthcare Uptown nursing home,"Chicago, Ill.",74,7,"MADO Healthcare Uptown nursing home, Chicago, Ill.",-87.6297982,41.8781136
Boulder Manor nursing home,"Boulder, Colo.",73,7,"Boulder Manor nursing home, Boulder, Colo.",-105.2705456,40.0149856
Carrollton Manor nursing home,"Carrollton, Ga.",72,7,"Carrollton Manor nursing home, Carrollton, Ga.",-85.0766113,33.5801103
Consulate Health Care skilled nursing center,"Lakeland, Fla.",70,7,"Consulate Health Care skilled nursing center, Lakeland, Fla.",-81.9498042,28.0394654
Muscogee Manor & Rehabilitation Center nursing home,"Columbus, Ga.",70,7,"Muscogee Manor & Rehabilitation Center nursing home, Columbus, Ga.",-84.9877094,32.4609764
Allaire Rehab and Nursing,"Freehold, N.J.",68,7,"Allaire Rehab and Nursing, Freehold, N.J.",-74.3000878,40.2136754
El Jen Healthcare and Rehabilitation,"Las Vegas, Nev.",65,7,"El Jen Healthcare and Rehabilitation, Las Vegas, Nev.",-115.1398296,36.1699412
Downey Post Acute nursing home,"Downey, Calif.",65,7,"Downey Post Acute nursing home, Downey, Calif.",-118.1331593,33.9401088
Meadow Park Rehabilitation and Healthcare,"Catonsville, Md.",65,7,"Meadow Park Rehabilitation and Healthcare, Catonsville, Md.",-76.73191609999999,39.272050900000004
Boonton Care Center nursing home,"Boonton, N.J.",64,7,"Boonton Care Center nursing home, Boonton, N.J.",-74.4087405,40.904019
Monmouth Care Center nursing home,"Long Branch, N.J.",62,7,"Monmouth Care Center nursing home, Long Branch, N.J.",-73.9923596,40.30427780000001
Holy Family Manor senior living,"Bethlehem, Pa.",62,7,"Holy Family Manor senior living, Bethlehem, Pa.",-75.37045789999999,40.6259316
Grayson Rehab and Nursing,"Leitchfield, Ky.",61,7,"Grayson Rehab and Nursing, Leitchfield, Ky.",-86.2938637,37.4800544
Seabrook Senior Living,"Tinton Falls, N.J.",61,7,"Seabrook Senior Living, Tinton Falls, N.J.",-74.1004185,40.3042773
Brandywyne Health Care Center,"Winter Haven, Fla.",60,7,"Brandywyne Health Care Center, Winter Haven, Fla.",-81.7328567,28.0222435
Golden Age Healthcare & Rehabilitation Center,"Denham Springs, La.",60,7,"Golden Age Healthcare & Rehabilitation Center, Denham Springs, La.",-90.95621249999999,30.48685639999999
Kensington Park Senior Living,"Kensington, Md.",59,7,"Kensington Park Senior Living, Kensington, Md.",-77.0763669,39.0256651
Matthews Memorial Health Care in Alexandria,"Alexandria, La.",58,7,"Matthews Memorial Health Care in Alexandria, Alexandria, La.",-92.4451371,31.3112936
Courtyard Healthcare and Rehabilitation Center,"El Dorado, Ark.",57,7,"Courtyard Healthcare and Rehabilitation Center, El Dorado, Ark.",-92.6662674,33.20763
Farmerville Nursing & Rehabiltation Center,"Farmerville, La.",56,7,"Farmerville Nursing & Rehabiltation Center, Farmerville, La.",-92.4056985,32.7734728
Forestville Healthcare Center,"Forestville, Md.",55,7,"Forestville Healthcare Center, Forestville, Md.",-76.8749722,38.8451131
Chateau St. James Rehab and Retirement,"Lutcher, La.",55,7,"Chateau St. James Rehab and Retirement, Lutcher, La.",-90.6989797,30.0404796
Hawthorne Healthcare and Wellness Center,"Hawthorne, Calif.",55,7,"Hawthorne Healthcare and Wellness Center, Hawthorne, Calif.",-118.3525748,33.9164032
St. Joseph's Home for the Elderly,"Totowa, N.J.",53,7,"St. Joseph's Home for the Elderly, Totowa, N.J.",-74.20986789999999,40.9050988
Wheaton Village Nursing and Rehabilitation Center,"Wheaton, Ill.",52,7,"Wheaton Village Nursing and Rehabilitation Center, Wheaton, Ill.",-88.1070127,41.8661403
Heritage Healthcare and Rehabilitation Center,"Naples, Fla.",51,7,"Heritage Healthcare and Rehabilitation Center, Naples, Fla.",-81.7948103,26.1420358
Roswell Nursing & Rehabilitation Center,"Roswell, Ga.",91,6,"Roswell Nursing & Rehabilitation Center, Roswell, Ga.",-84.3615555,34.0232431
South Jersey Extended Care,"Bridgeton, N.J.",91,6,"South Jersey Extended Care, Bridgeton, N.J.",-75.2340768,39.427337
Silver Hills Health Care Center,"Las Vegas, Nev.",90,6,"Silver Hills Health Care Center, Las Vegas, Nev.",-115.1398296,36.1699412
Pinehurst Healthcare & Rehabilitation Center,"Pinehurst, N.C.",84,6,"Pinehurst Healthcare & Rehabilitation Center, Pinehurst, N.C.",-79.4694767,35.1954345
Lahser Hills Care Centre,"Southfield, Mich.",82,6,"Lahser Hills Care Centre, Southfield, Mich.",-83.2218731,42.4733688
Windsor Care Center of Cheviot Hills,"Los Angeles, Calif.",81,6,"Windsor Care Center of Cheviot Hills, Los Angeles, Calif.",-118.2436849,34.0522342
Louisville East Post Acute nursing home,"Louisville, Ky.",81,6,"Louisville East Post Acute nursing home, Louisville, Ky.",-85.7584557,38.2526647
California Post Acute Care,"Lynwood, Calif.",75,6,"California Post Acute Care, Lynwood, Calif.",-118.2114603,33.930293
Monroe Rehab Center nursing home,"Monroe, N.C.",74,6,"Monroe Rehab Center nursing home, Monroe, N.C.",-80.5495112,34.9854275
Autumn Lake Healthcare nursing home,"Pikesville, Md.",71,6,"Autumn Lake Healthcare nursing home, Pikesville, Md.",-76.7224727,39.3742729
Bethea Retirement Community,"Darlington, S.C.",70,6,"Bethea Retirement Community, Darlington, S.C.",-79.8761741,34.2998762
Abbington Rehab & Nursing Center,"Roselle, Ill.",69,6,"Abbington Rehab & Nursing Center, Roselle, Ill.",-88.07979329999999,41.9847504
Frontier Health and Rehabilitation,"St. Charles, Mo.",66,6,"Frontier Health and Rehabilitation, St. Charles, Mo.",-90.4974359,38.7881062
Mesa Vista of Boulder nursing home,"Boulder, Colo.",64,6,"Mesa Vista of Boulder nursing home, Boulder, Colo.",-105.2705456,40.0149856
Briarcliff Skilled Nursing Center,"Carthage, Texas",62,6,"Briarcliff Skilled Nursing Center, Carthage, Texas",-94.3374199,32.1573841
Ross Memorial Health Care Center nursing home,"Kennesaw, Ga.",59,6,"Ross Memorial Health Care Center nursing home, Kennesaw, Ga.",-84.6154897,34.0234337
Culver West Health Center nursing home,"Los Angeles, Calif.",59,6,"Culver West Health Center nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
The Care Center skilled nursing facility,"Baton Rouge, La.",55,6,"The Care Center skilled nursing facility, Baton Rouge, La.",-91.18714659999999,30.4514677
Providence of Sparta Health and Rehabilitation,"Sparta, Ga.",55,6,"Providence of Sparta Health and Rehabilitation, Sparta, Ga.",-82.97625889999999,33.2757006
The Bradford Skilled Nursing & Rehabilitation,"Shreveport, La.",54,6,"The Bradford Skilled Nursing & Rehabilitation, Shreveport, La.",-93.7501789,32.5251516
Franciscan Villa assisted living facility,"Broken Arrow, Okla.",53,6,"Franciscan Villa assisted living facility, Broken Arrow, Okla.",-95.7974526,36.060949
McAuley Hall Health Care Center,"Watchung, N.J.",53,6,"McAuley Hall Health Care Center, Watchung, N.J.",-74.4509863,40.63788
Grace Living Center nursing home,"Mangum, Okla.",52,6,"Grace Living Center nursing home, Mangum, Okla.",-99.50425609999999,34.8720044
Southpoint Nursing and Rehab,"Chicago, Ill.",52,6,"Southpoint Nursing and Rehab, Chicago, Ill.",-87.6297982,41.8781136
New Jersey Eastern Star Home,"Bridgewater, N.J.",51,6,"New Jersey Eastern Star Home, Bridgewater, N.J.",-74.6049061,40.5939636
California Gardens Nursing & Rehabilitation Center,"Chicago, Ill.",158,5,"California Gardens Nursing & Rehabilitation Center, Chicago, Ill.",-87.6297982,41.8781136
Brier Oak on Sunset nursing home,"Los Angeles, Calif.",152,5,"Brier Oak on Sunset nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Orchard Park Health Care Center,"Centennial, Colo.",151,5,"Orchard Park Health Care Center, Centennial, Colo.",-104.8771726,39.5807452
Green Brook Regional Center geriatric care,"Green Brook, N.J.",134,5,"Green Brook Regional Center geriatric care, Green Brook, N.J.",-74.4851659,40.6049167
St. Petersburg Nursing and Rehabilitation,"St. Petersburg, Fla.",109,5,"St. Petersburg Nursing and Rehabilitation, St. Petersburg, Fla.",-82.64029149999999,27.7676008
Shady Grove Center for Nursing and Rehabilitation,"Rockville, Md.",108,5,"Shady Grove Center for Nursing and Rehabilitation, Rockville, Md.",-77.1527578,39.0839973
PruittHealth nursing home,"Marietta, Ga.",107,5,"PruittHealth nursing home, Marietta, Ga.",-84.5499327,33.95260200000001
The Renaissance nursing home,"Lincoln Park, N.J.",87,5,"The Renaissance nursing home, Lincoln Park, N.J.",-74.3020933,40.9242652
Jonesboro Nursing and Rehabilitation Center,"Jonesboro, Ga.",85,5,"Jonesboro Nursing and Rehabilitation Center, Jonesboro, Ga.",-84.3538128,33.5215013
Autumn Lake Healthcare at Bridgepark nursing home,"Baltimore, Md.",80,5,"Autumn Lake Healthcare at Bridgepark nursing home, Baltimore, Md.",-76.6121893,39.2903848
Sterling Manor Nursing Center,"Maple Shade, N.J.",74,5,"Sterling Manor Nursing Center, Maple Shade, N.J.",-74.9923915,39.9526127
Manhattanview Nursing Home,"Union City, N.J.",68,5,"Manhattanview Nursing Home, Union City, N.J.",-74.02375119999999,40.7795455
The Rehabilitation Centre of Beverly Hills,"Los Angeles, Calif.",67,5,"The Rehabilitation Centre of Beverly Hills, Los Angeles, Calif.",-118.2436849,34.0522342
Providence - A Diversicare Transitional Care Community,"New Albany, Ind.",64,5,"Providence - A Diversicare Transitional Care Community, New Albany, Ind.",-85.8241312,38.2856247
Rome Health and Rehabilitation Center,"Rome, Ga.",63,5,"Rome Health and Rehabilitation Center, Rome, Ga.",-85.1646726,34.257038
Briarwood Nursing and Rehabilitation,"Little Rock, Ark.",60,5,"Briarwood Nursing and Rehabilitation, Little Rock, Ark.",-92.28959479999999,34.7464809
Parker at Somerset nursing home,"Somerset, N.J.",59,5,"Parker at Somerset nursing home, Somerset, N.J.",-74.48848679999999,40.497604
Maison DeVille Nursing Home,"Harvey, La.",57,5,"Maison DeVille Nursing Home, Harvey, La.",-90.0772944,29.9035387
Mifflin Center nursing home,"Shillington, Pa.",57,5,"Mifflin Center nursing home, Shillington, Pa.",-75.9654896,40.3078702
Sundale Nursing Home,"Morgantown, W.Va.",55,5,"Sundale Nursing Home, Morgantown, W.Va.",-79.95589679999999,39.629526
Laurel Bay Health and Rehabilitation Center,"Keansburg, N.J.",55,5,"Laurel Bay Health and Rehabilitation Center, Keansburg, N.J.",-74.1298643,40.4417743
Blue Ridge nursing home,"Sumter, S.C.",55,5,"Blue Ridge nursing home, Sumter, S.C.",-80.3414693,33.9204354
Fort Washington Health Center nursing home,"Fort Washington, Md.",53,5,"Fort Washington Health Center nursing home, Fort Washington, Md.",-77.0230313,38.7073379
Victoria Mews Assisted Living,"Boonton, N.J.",53,5,"Victoria Mews Assisted Living, Boonton, N.J.",-74.4087405,40.904019
Signature HealthCARE of Putnam County nursing home,"Cookeville, Tenn.",51,5,"Signature HealthCARE of Putnam County nursing home, Cookeville, Tenn.",-85.5016423,36.162839
Stonebridge at Montgomery retirement community,"Montgomery Township, N.J.",51,5,"Stonebridge at Montgomery retirement community, Montgomery Township, N.J.",-74.66346399999999,40.4329141
Lakewood Healthcare Center,"Downey, Calif.",163,4,"Lakewood Healthcare Center, Downey, Calif.",-118.1331593,33.9401088
Sadie G. Mays Health and Rehabilitation Center,"Atlanta, Ga.",161,4,"Sadie G. Mays Health and Rehabilitation Center, Atlanta, Ga.",-84.3879824,33.7489954
Trevecca Center for Rehabilitation and Healing,"Nashville, Tenn.",106,4,"Trevecca Center for Rehabilitation and Healing, Nashville, Tenn.",-86.7816016,36.1626638
Imperial Healthcare Rehabilitation & Nursing Center,"Neptune, N.J.",77,4,"Imperial Healthcare Rehabilitation & Nursing Center, Neptune, N.J.",-74.0386271,40.2091219
Royal Suites Healthcare and Rehabilitation Center,"Galloway, N.J.",77,4,"Royal Suites Healthcare and Rehabilitation Center, Galloway, N.J.",-74.5596879,39.4928235
Tallahassee Developmental Center intermediate care facility,"Tallahassee, Fla.",77,4,"Tallahassee Developmental Center intermediate care facility, Tallahassee, Fla.",-84.28073289999999,30.4382559
Comer Health and Rehabilitation,"Comer, Ga.",74,4,"Comer Health and Rehabilitation, Comer, Ga.",-83.1254261,34.0637227
Falmouth by the Sea nursing home,"Falmouth, Maine",72,4,"Falmouth by the Sea nursing home, Falmouth, Maine",-70.2601759,43.7435343
FutureCare Pineview skilled nursing,"Clinton, Md.",71,4,"FutureCare Pineview skilled nursing, Clinton, Md.",-76.8983059,38.7651145
FutureCare Northpoint senior care,"Baltimore, Md.",71,4,"FutureCare Northpoint senior care, Baltimore, Md.",-76.6121893,39.2903848
Life Care Center nursing home,"Kansas City, Kan.",70,4,"Life Care Center nursing home, Kansas City, Kan.",-94.62678729999999,39.11553139999999
Fellowship Village senior living,"Basking Ridge, N.J.",64,4,"Fellowship Village senior living, Basking Ridge, N.J.",-74.5493284,40.7066174
Skyline Nursing Center,"Dallas, Texas",62,4,"Skyline Nursing Center, Dallas, Texas",-96.79698789999999,32.7766642
Bel Pre Healthcare Center,"Silver Spring, Md.",61,4,"Bel Pre Healthcare Center, Silver Spring, Md.",-77.026088,38.99066570000001
Belle Teche Nursing and Rehabilitation Center,"New Iberia, La.",55,4,"Belle Teche Nursing and Rehabilitation Center, New Iberia, La.",-91.81872849999999,30.0035365
Ash Flat Healthcare and Rehabilitation Center,"Ash Flat, Ark.",55,4,"Ash Flat Healthcare and Rehabilitation Center, Ash Flat, Ark.",-91.60847509999999,36.2239566
Willow Bend Healthcare and Rehabilitation,"Marion, Ark.",51,4,"Willow Bend Healthcare and Rehabilitation, Marion, Ark.",-90.1964835,35.2145336
Laurelhurst Village assisted living facility,"Portland, Ore.",122,3,"Laurelhurst Village assisted living facility, Portland, Ore.",-122.6750261,45.5051064
Life Care Center of Las Vegas nursing home,"Las Vegas, Nev.",109,3,"Life Care Center of Las Vegas nursing home, Las Vegas, Nev.",-115.1398296,36.1699412
PruittHealth nursing home,"Austell, Ga.",91,3,"PruittHealth nursing home, Austell, Ga.",-84.6343783,33.8126059
Majestic Center for Rehab and Sub-Acute Care,"Camden, N.J.",71,3,"Majestic Center for Rehab and Sub-Acute Care, Camden, N.J.",-75.1196199,39.9259463
Premier Health and Rehabilitation Center,"Las Vegas, Nev.",66,3,"Premier Health and Rehabilitation Center, Las Vegas, Nev.",-115.1398296,36.1699412
Nurse Care of Buckhead,"Atlanta, Ga.",64,3,"Nurse Care of Buckhead, Atlanta, Ga.",-84.3879824,33.7489954
Paris Healthcare Nursing Home,"Paris, Texas",59,3,"Paris Healthcare Nursing Home, Paris, Texas",-95.55551299999999,33.6609389
Grimes Center rehabilitation facility,"New Haven, Conn.",57,3,"Grimes Center rehabilitation facility, New Haven, Conn.",-72.9278835,41.308274
Autumn Lake Healthcare at Oceanview nursing home,"Oceanview, N.J.",55,3,"Autumn Lake Healthcare at Oceanview nursing home, Oceanview, N.J.",-74.7336639,39.17645359999999
PruittHealth Decatur nursing home,"Decatur, Ga.",53,3,"PruittHealth Decatur nursing home, Decatur, Ga.",-84.2963123,33.7748275
Oak Crest senior living,"Parksville, Md.",52,3,"Oak Crest senior living, Parksville, Md.",-76.5396875,39.3773292
